Rank,RankOpponent,eventResults,eventScore,sets,playerGames,opponentGames
117,39.0,L,1-6 3-6,2.0,4.0,12.0
117,68.0,W,6-2 6-4,2.0,12.0,6.0
117,307.0,W,6-2 7-6,2.0,13.0,8.0
117,26.0,L,2-6 2-6,2.0,4.0,12.0
117,118.0,L,4-6 6-4 1-6,3.0,11.0,16.0
117,281.0,L,1-6 1-6,2.0,2.0,12.0
117,261.0,W,6-0 6-4,2.0,12.0,4.0
117,51.0,U,6-4 4-2,2.0,10.0,6.0
117,13.0,L,2-6 4-6,2.0,6.0,12.0
117,173.0,W,6-4 6-2,2.0,12.0,6.0
117,229.0,L,4-6 6-4 1-6,3.0,11.0,16.0
119,1095.0,W,6-1 6-3,2.0,12.0,4.0
119,1055.0,W,6-2 6-2,2.0,12.0,4.0
119,283.0,W,6-2 7-6,2.0,13.0,8.0
119,156.0,W,6-7 6-4 6-0,3.0,18.0,11.0
119,151.0,L,3-6 4-6,2.0,7.0,12.0
119,,W,6-3 6-4,2.0,12.0,7.0
119,2009.0,W,6-1 6-0,2.0,12.0,1.0
119,1538.0,W,6-1 6-2,2.0,12.0,3.0
119,274.0,W,6-3 7-6,2.0,13.0,9.0
119,156.0,L,4-6 3-6,2.0,7.0,12.0
119,1462.0,W,6-4 6-2,2.0,12.0,6.0
119,488.0,W,6-3 2-6 7-5,3.0,15.0,14.0
119,298.0,W,6-1 1-6 6-1,3.0,13.0,8.0
119,149.0,L,4-6 3-6,2.0,7.0,12.0
119,892.0,U,6-1,1.0,6.0,1.0
119,488.0,W,6-2 6-1,2.0,12.0,3.0
119,442.0,W,6-1 6-2,2.0,12.0,3.0
119,464.0,W,6-4 6-3,2.0,12.0,7.0
119,149.0,W,6-3 6-0,2.0,12.0,3.0
119,2195.0,W,6-2 6-1,2.0,12.0,3.0
119,892.0,W,6-3 6-3,2.0,12.0,6.0
119,464.0,W,6-3 6-2,2.0,12.0,5.0
119,298.0,W,6-3 6-4,2.0,12.0,7.0
119,149.0,W,7-6 6-0,2.0,13.0,6.0
119,2594.0,W,6-3 6-1,2.0,12.0,4.0
119,1319.0,W,6-7 6-1 6-4,3.0,18.0,12.0
119,858.0,L,5-7 6-4 4-6,3.0,15.0,17.0
119,1513.0,W,6-3 6-3,2.0,12.0,6.0
119,776.0,W,6-1 6-1,2.0,12.0,2.0
119,724.0,W,6-2 6-2,2.0,12.0,4.0
119,451.0,W,4-6 6-3 6-3,3.0,16.0,12.0
119,156.0,L,7-5 4-6 6-7,3.0,17.0,18.0
120,218.0,W,7-5 6-3,2.0,13.0,8.0
120,44.0,W,6-1 3-6 6-3,3.0,15.0,10.0
120,16.0,L,0-6 6-7,2.0,6.0,13.0
121,85.0,L,4-6 3-6,2.0,7.0,12.0
121,474.0,W,6-2 6-0,2.0,12.0,2.0
121,85.0,L,0-6 6-3 3-6,3.0,9.0,15.0
121,362.0,W,6-1 6-2,2.0,12.0,3.0
121,698.0,W,6-4 1-6 7-5,3.0,14.0,15.0
121,44.0,L,1-6 4-6,2.0,5.0,12.0
121,824.0,W,6-4 6-0,2.0,12.0,4.0
121,311.0,W,7-5 6-3,2.0,13.0,8.0
121,289.0,L,2-6 6-1 1-6,3.0,9.0,13.0
121,2768.0,W,6-3 6-1,2.0,12.0,4.0
121,804.0,W,6-1 6-1,2.0,12.0,2.0
121,387.0,L,3-6 3-6,2.0,6.0,12.0
121,1279.0,W,6-3 6-2,2.0,12.0,5.0
121,334.0,W,7-6 6-4,2.0,13.0,10.0
121,231.0,W,2-6 7-6 7-5,3.0,16.0,17.0
121,125.0,L,6-7 2-6,2.0,8.0,13.0
122,38.0,W,6-4 7-5,2.0,13.0,9.0
122,97.0,W,7-6 7-5,2.0,14.0,11.0
122,15.0,L,2-6 6-1 4-6,3.0,12.0,13.0
123,227.0,W,4-6 6-1 6-3,3.0,16.0,10.0
123,142.0,W,6-0 5-7 6-1,3.0,17.0,8.0
123,226.0,W,6-1 6-1,2.0,12.0,2.0
123,193.0,W,6-3 6-2,2.0,12.0,5.0
123,66.0,W,6-2 6-1,2.0,12.0,3.0
123,100.0,W,6-3 6-1,2.0,12.0,4.0
123,618.0,W,7-5 6-4,2.0,13.0,9.0
123,2056.0,W,6-1 7-6,2.0,13.0,7.0
123,101.0,W,7-6 6-2,2.0,13.0,8.0
123,37.0,L,4-6 4-6,2.0,8.0,12.0
124,412.0,W,6-2 6-2,2.0,12.0,4.0
124,312.0,U,7-6 4-6 1-2,3.0,12.0,14.0
124,390.0,W,7-6,2.0,7.0,6.0
124,507.0,L,2-6 6-4 4-6,3.0,12.0,16.0
124,971.0,W,6-2 6-3,2.0,12.0,5.0
124,342.0,W,5-7 6-0 7-5,3.0,18.0,12.0
124,151.0,W,6-3 6-2,2.0,12.0,5.0
124,75.0,L,4-6 0-6,2.0,4.0,12.0
124,267.0,L,5-7 4-6,2.0,9.0,13.0
124,85.0,W,6-4 6-3,2.0,12.0,7.0
124,89.0,L,2-6 7-6 2-6,3.0,11.0,18.0
124,849.0,L,6-3 1-6 5-7,3.0,12.0,16.0
124,679.0,W,6-4 6-3,2.0,12.0,7.0
124,286.0,L,6-3 3-6 2-6,3.0,11.0,15.0
125,51.0,L,6-3 3-6 2-6,3.0,11.0,15.0
125,440.0,W,7-5 6-2,2.0,13.0,7.0
125,199.0,W,6-3 6-2,2.0,12.0,5.0
125,49.0,L,2-6 3-6,2.0,5.0,12.0
125,246.0,L,4-6 2-6,2.0,6.0,12.0
125,139.0,W,5-7 6-3 6-4,3.0,17.0,14.0
125,342.0,W,6-1 6-2,2.0,12.0,3.0
125,152.0,W,7-5 6-7,3.0,13.0,12.0
125,121.0,W,7-6 6-2,2.0,13.0,8.0
125,114.0,W,2-6 6-4 6-4,3.0,14.0,14.0
126,53.0,L,6-4 4-6 4-6,3.0,14.0,16.0
126,359.0,W,6-1 6-2,2.0,12.0,3.0
126,29.0,W,6-4 6-1,2.0,12.0,5.0
126,277.0,W,6-4 6-1,2.0,12.0,5.0
126,39.0,L,2-6 2-6,2.0,4.0,12.0
126,397.0,W,4-6 6-3 6-0,3.0,16.0,9.0
126,127.0,W,6-3 4-6 6-4,3.0,16.0,13.0
126,145.0,U,4-6 6-2 2-0,3.0,12.0,8.0
126,182.0,L,4-6 6-4 1-6,3.0,11.0,16.0
127,182.0,W,6-3 6-4,2.0,12.0,7.0
127,333.0,L,4-6 5-7,2.0,9.0,13.0
127,1225.0,W,6-2 5-7 6-2,3.0,17.0,11.0
127,182.0,W,6-3 6-4,2.0,12.0,7.0
127,235.0,W,6-1 6-2,2.0,12.0,3.0
127,66.0,L,2-6 6-2 1-6,3.0,9.0,14.0
127,432.0,W,6-2 6-2,2.0,12.0,4.0
127,209.0,L,3-6 7-5 5-7,3.0,15.0,18.0
127,958.0,W,6-1 7-6,2.0,13.0,7.0
127,1062.0,W,6-2 6-2,2.0,12.0,4.0
127,1396.0,W,6-2 6-3,2.0,12.0,5.0
127,516.0,W,6-4 6-4,2.0,12.0,8.0
127,345.0,W,6-2 6-4,2.0,12.0,6.0
127,2181.0,W,6-4 6-2,2.0,12.0,6.0
127,555.0,W,6-0 6-2,2.0,12.0,2.0
127,483.0,W,6-1 6-0,2.0,12.0,1.0
127,514.0,W,6-2 2-6 6-4,3.0,14.0,12.0
127,402.0,W,5-7 6-2 6-4,3.0,17.0,13.0
127,909.0,W,4-6 6-1 6-2,3.0,16.0,9.0
127,386.0,W,6-4 6-0,2.0,12.0,4.0
127,132.0,W,7-6 6-3,2.0,13.0,9.0
127,227.0,W,6-1 7-5,2.0,13.0,6.0
127,150.0,W,6-1 6-2,2.0,12.0,3.0
127,377.0,W,6-4 6-2,2.0,12.0,6.0
127,132.0,W,6-3 6-2,2.0,12.0,5.0
127,78.0,L,4-6 3-6,2.0,7.0,12.0
127,1195.0,W,6-3 3-6 6-4,3.0,15.0,13.0
127,126.0,L,3-6 6-4 4-6,3.0,13.0,16.0
128,57.0,L,6-3 5-7 3-6,3.0,14.0,16.0
128,1194.0,W,7-6,2.0,7.0,6.0
128,47.0,L,3-6 2-6,2.0,5.0,12.0
129,62.0,L,4-6 5-7,2.0,9.0,13.0
129,709.0,W,6-2 6-0,2.0,12.0,2.0
129,6.0,L,4-6 2-6,2.0,6.0,12.0
129,638.0,W,6-3 3-6 6-1,3.0,15.0,10.0
129,87.0,W,7-6 4-6 6-2,3.0,17.0,14.0
129,266.0,W,5-7 6-0 6-2,3.0,17.0,9.0
129,164.0,W,7-6 6-4,2.0,13.0,10.0
129,85.0,L,3-6 1-6,2.0,4.0,12.0
129,86.0,W,6-2 6-4,2.0,12.0,6.0
129,431.0,W,6-4 7-6,2.0,13.0,10.0
129,53.0,L,2-6 0-6,2.0,2.0,12.0
129,261.0,L,6-4 4-6 1-6,3.0,11.0,16.0
129,87.0,L,4-6 6-7,2.0,10.0,13.0
130,76.0,L,5-7 4-6,2.0,9.0,13.0
130,164.0,L,2-6 3-6,2.0,5.0,12.0
130,84.0,L,3-6 3-6,2.0,6.0,12.0
132,265.0,L,6-2 6-7 3-6,3.0,15.0,15.0
132,,W,6-4 7-6,2.0,13.0,10.0
132,579.0,W,3-6 6-4 6-1,3.0,15.0,11.0
132,310.0,W,4-6 7-6 6-2,3.0,17.0,14.0
132,235.0,L,4-6 4-6,2.0,8.0,12.0
132,1821.0,W,6-1 6-1,2.0,12.0,2.0
132,583.0,W,6-2 7-6,2.0,13.0,8.0
132,127.0,L,6-7 3-6,2.0,9.0,13.0
132,127.0,L,3-6 2-6,2.0,5.0,12.0
134,698.0,W,7-5 6-2,2.0,13.0,7.0
134,,W,6-4 6-2,2.0,12.0,6.0
134,267.0,W,6-2 6-3,2.0,12.0,5.0
134,69.0,,,,0.0,0.0
134,1493.0,W,7-5 6-2,2.0,13.0,7.0
134,174.0,L,4-6 6-7,2.0,10.0,13.0
134,1305.0,W,6-3 6-4,2.0,12.0,7.0
134,1068.0,W,7-5 6-4,2.0,13.0,9.0
134,591.0,W,6-4 7-5,2.0,13.0,9.0
134,555.0,W,6-3 7-5,2.0,13.0,8.0
134,140.0,U,4-6 0-2,2.0,4.0,8.0
134,675.0,W,6-3 1-6 6-3,3.0,13.0,12.0
134,342.0,W,6-0 6-2,2.0,12.0,2.0
134,257.0,W,6-3 6-7 6-2,3.0,18.0,12.0
134,231.0,W,6-4 3-6 7-6,3.0,16.0,16.0
134,312.0,W,6-3 2-6 6-4,3.0,14.0,13.0
134,320.0,W,6-1 6-3,2.0,12.0,4.0
134,185.0,W,6-3 6-3,2.0,12.0,6.0
134,341.0,W,6-2 6-4,2.0,12.0,6.0
134,114.0,L,1-6 5-7,2.0,6.0,13.0
135,1268.0,W,6-3 6-4,2.0,12.0,7.0
135,145.0,L,6-3 5-7 2-6,3.0,13.0,16.0
135,432.0,W,6-4 6-0,2.0,12.0,4.0
135,96.0,W,6-2 6-4,2.0,12.0,6.0
135,265.0,W,6-2 6-4,2.0,12.0,6.0
135,445.0,W,7-5 5-7 6-4,3.0,18.0,16.0
135,109.0,L,1-6 1-6,2.0,2.0,12.0
135,1845.0,W,6-4 2-6 7-6,3.0,15.0,16.0
135,1560.0,W,7-6 6-3,2.0,13.0,9.0
135,398.0,W,6-4 6-4,2.0,12.0,8.0
135,486.0,W,5-7 6-3 6-0,3.0,17.0,10.0
135,418.0,W,7-5 6-1,2.0,13.0,6.0
135,427.0,W,6-4 3-6 6-3,3.0,15.0,13.0
135,113.0,L,2-6 6-7,2.0,8.0,13.0
135,,W,6-0 6-1,2.0,12.0,1.0
135,,W,4-6 6-0 6-4,3.0,16.0,10.0
135,1268.0,W,6-4 6-3,2.0,12.0,7.0
135,599.0,W,6-2 6-2,2.0,12.0,4.0
135,486.0,W,6-1 3-6 6-4,3.0,15.0,11.0
135,427.0,U,5-1,1.0,5.0,1.0
135,244.0,L,1-6 6-4 6-7,3.0,13.0,17.0
135,599.0,W,6-4 6-2,2.0,12.0,6.0
135,356.0,L,3-6 4-6,2.0,7.0,12.0
135,93.0,W,3-6 6-2 6-2,3.0,15.0,10.0
135,390.0,W,4-6 6-2 6-1,3.0,16.0,9.0
135,356.0,W,4-6 6-3 6-0,3.0,16.0,9.0
135,104.0,L,1-6 2-6,2.0,3.0,12.0
136,52.0,L,0-6 1-6,2.0,1.0,12.0
137,51.0,L,3-6 7-6 1-6,3.0,11.0,18.0
137,236.0,L,3-6 4-6,2.0,7.0,12.0
137,16.0,L,1-6 2-6,2.0,3.0,12.0
137,55.0,L,6-4 1-6 2-6,3.0,9.0,16.0
138,96.0,W,6-4 6-4,2.0,12.0,8.0
138,168.0,U,W/O,0.0,0.0,0.0
138,157.0,W,6-7 6-1 6-1,3.0,18.0,9.0
138,66.0,L,1-6 3-6,2.0,4.0,12.0
138,61.0,L,2-6 0-6,2.0,2.0,12.0
138,294.0,W,7-6 7-5,2.0,14.0,11.0
138,822.0,W,6-4 6-4,2.0,12.0,8.0
138,98.0,W,6-1 6-4,2.0,12.0,5.0
138,85.0,L,0-6 2-6,2.0,2.0,12.0
138,859.0,W,6-1 6-4,2.0,12.0,5.0
138,98.0,W,7-5 6-2,2.0,13.0,7.0
138,801.0,W,6-2 7-6,2.0,13.0,8.0
138,100.0,L,3-6 0-6,2.0,3.0,12.0
138,94.0,W,7-6 6-3,2.0,13.0,9.0
138,365.0,L,3-6 7-6 4-6,3.0,14.0,18.0
139,883.0,W,6-2 6-4,2.0,12.0,6.0
139,806.0,W,6-1 6-1,2.0,12.0,2.0
139,316.0,L,1-6 2-6,2.0,3.0,12.0
139,2412.0,W,6-0 6-0,2.0,12.0,0.0
139,875.0,W,6-2 6-2,2.0,12.0,4.0
139,316.0,W,7-5 6-2,2.0,13.0,7.0
139,99.0,L,3-6 3-6,2.0,6.0,12.0
139,771.0,W,6-0 6-3,2.0,12.0,3.0
139,230.0,W,6-2 4-6 6-1,3.0,16.0,9.0
139,69.0,L,1-6 3-6,2.0,4.0,12.0
139,1036.0,W,6-1 6-3,2.0,12.0,4.0
139,1383.0,W,6-2 6-2,2.0,12.0,4.0
139,176.0,W,6-1 7-5,2.0,13.0,6.0
139,166.0,L,5-7 5-7,2.0,10.0,14.0
139,1769.0,W,6-2 6-3,2.0,12.0,5.0
139,2412.0,W,6-4 6-1,2.0,12.0,5.0
139,1163.0,W,6-2 6-2,2.0,12.0,4.0
139,908.0,W,6-3 6-1,2.0,12.0,4.0
139,166.0,L,4-6 7-5 4-6,3.0,15.0,17.0
139,69.0,L,4-6 6-7,2.0,10.0,13.0
139,,W,6-0 6-2,2.0,12.0,2.0
139,1493.0,W,6-0 6-1,2.0,12.0,1.0
139,584.0,W,6-3 6-4,2.0,12.0,7.0
139,461.0,W,6-2 6-1,2.0,12.0,3.0
139,69.0,L,1-6 5-7,2.0,6.0,13.0
139,673.0,W,6-1 6-3,2.0,12.0,4.0
139,341.0,L,6-1 4-6 6-7,3.0,16.0,14.0
139,125.0,L,7-5 3-6 4-6,3.0,14.0,17.0
140,387.0,W,6-4 6-2,2.0,12.0,6.0
140,582.0,U,6-4,1.0,6.0,4.0
140,69.0,L,1-6 3-6,2.0,4.0,12.0
140,342.0,L,2-6 6-0 1-6,3.0,9.0,12.0
140,,W,6-0 6-2,2.0,12.0,2.0
140,,W,6-1 6-1,2.0,12.0,2.0
140,2009.0,W,7-6 6-3,2.0,13.0,9.0
140,424.0,W,6-2 6-3,2.0,12.0,5.0
140,697.0,W,7-5 6-4,2.0,13.0,9.0
140,166.0,W,6-2 6-3,2.0,12.0,5.0
140,555.0,W,6-3 6-1,2.0,12.0,4.0
140,718.0,W,6-0 6-1,2.0,12.0,1.0
140,426.0,W,6-3 7-5,2.0,13.0,8.0
140,387.0,W,6-2 6-2,2.0,12.0,4.0
140,175.0,L,5-7 6-2 2-6,3.0,13.0,15.0
140,850.0,W,7-5 6-1,2.0,13.0,6.0
140,387.0,W,6-4 6-3,2.0,12.0,7.0
140,509.0,W,6-4 6-4,2.0,12.0,8.0
140,426.0,W,6-2 6-1,2.0,12.0,3.0
140,134.0,U,6-4 2-0,2.0,8.0,4.0
141,1819.0,W,6-3 6-2,2.0,12.0,5.0
141,358.0,W,6-0 7-5,2.0,13.0,5.0
141,145.0,L,6-7 3-6,2.0,9.0,13.0
141,422.0,W,6-7 6-2 6-2,3.0,18.0,11.0
141,177.0,W,7-6 6-3,2.0,13.0,9.0
141,61.0,L,6-7 1-6,2.0,7.0,13.0
141,196.0,L,3-6 3-6,2.0,6.0,12.0
141,1006.0,W,6-4 6-0,2.0,12.0,4.0
141,1466.0,W,6-2 6-2,2.0,12.0,4.0
141,69.0,W,6-4 6-1,2.0,12.0,5.0
141,229.0,W,6-3 6-3,2.0,12.0,6.0
141,222.0,W,4-6 7-6,3.0,11.0,12.0
141,94.0,L,6-4 4-6 4-6,3.0,14.0,16.0
142,642.0,L,4-6 2-6,2.0,6.0,12.0
142,123.0,L,0-6 7-5 1-6,3.0,8.0,17.0
142,356.0,L,5-7 4-6,2.0,9.0,13.0
142,51.0,L,4-6 4-6,2.0,8.0,12.0
142,78.0,W,1-6 6-3 6-3,3.0,13.0,12.0
142,110.0,W,6-3 4-6 6-2,3.0,16.0,11.0
142,102.0,L,1-6 3-6,2.0,4.0,12.0
144,,W,6-0 6-1,2.0,12.0,1.0
144,473.0,W,6-4 7-5,2.0,13.0,9.0
144,232.0,L,3-6 3-6,2.0,6.0,12.0
144,787.0,L,4-6 3-6,2.0,7.0,12.0
144,2412.0,W,6-1 6-1,2.0,12.0,2.0
144,392.0,W,7-5 4-6 6-1,3.0,17.0,12.0
144,155.0,L,1-6 2-6,2.0,3.0,12.0
144,775.0,U,6-2,1.0,6.0,2.0
144,473.0,W,3-6 7-6 6-2,3.0,16.0,14.0
144,769.0,W,6-3 6-4,2.0,12.0,7.0
144,351.0,W,7-5 6-2,2.0,13.0,7.0
144,73.0,L,3-6 2-6,2.0,5.0,12.0
144,723.0,W,6-2 6-0,2.0,12.0,2.0
144,411.0,W,4-6 6-1 6-1,3.0,16.0,8.0
144,611.0,W,6-3 6-0,2.0,12.0,3.0
144,211.0,L,3-6 2-6,2.0,5.0,12.0
144,1526.0,W,6-3 6-4,2.0,12.0,7.0
144,1032.0,W,6-3 6-1,2.0,12.0,4.0
144,1208.0,W,6-3 6-4,2.0,12.0,7.0
144,1270.0,W,7-5 6-0,2.0,13.0,5.0
144,473.0,W,7-6 6-3,2.0,13.0,9.0
144,1889.0,W,6-2 6-1,2.0,12.0,3.0
144,1040.0,W,3-6 6-1 6-4,3.0,15.0,11.0
144,643.0,W,7-5 6-1,2.0,13.0,6.0
144,834.0,W,6-1 6-2,2.0,12.0,3.0
144,459.0,W,6-2 6-4,2.0,12.0,6.0
144,507.0,W,6-4 6-1,2.0,12.0,5.0
144,515.0,W,6-2 6-3,2.0,12.0,5.0
144,538.0,W,6-2 6-0,2.0,12.0,2.0
144,215.0,W,4-6 6-0 6-4,3.0,16.0,10.0
144,568.0,W,6-4 6-1,2.0,12.0,5.0
144,948.0,W,6-2 6-1,2.0,12.0,3.0
144,576.0,W,6-2 6-2,2.0,12.0,4.0
144,650.0,W,6-3 6-0,2.0,12.0,3.0
144,836.0,W,6-1 6-1,2.0,12.0,2.0
144,696.0,W,6-1 6-4,2.0,12.0,5.0
145,266.0,L,4-6 0-6,2.0,4.0,12.0
145,418.0,W,3-6 6-3 7-5,3.0,16.0,14.0
145,135.0,W,3-6 7-5 6-2,3.0,16.0,13.0
145,141.0,W,7-6 6-3,2.0,13.0,9.0
145,63.0,W,5-7 6-4 7-6,3.0,18.0,17.0
145,113.0,W,6-2 6-2,2.0,12.0,4.0
145,1118.0,W,6-2 6-0,2.0,12.0,2.0
145,230.0,W,6-3 6-3,2.0,12.0,6.0
145,126.0,U,6-4 2-6 0-2,3.0,8.0,12.0
146,265.0,L,6-7 3-6,2.0,9.0,13.0
146,1132.0,W,6-2 6-3,2.0,12.0,5.0
146,432.0,W,6-4 6-2,2.0,12.0,6.0
146,297.0,W,6-4 7-5,2.0,13.0,9.0
146,462.0,W,6-4 6-2,2.0,12.0,6.0
146,227.0,L,6-4 1-6 6-7,3.0,13.0,17.0
146,570.0,W,5-7 6-3 7-5,3.0,18.0,15.0
146,316.0,L,5-7 1-6,2.0,6.0,13.0
146,2261.0,W,6-1 6-4,2.0,12.0,5.0
146,487.0,W,6-3 6-1,2.0,12.0,4.0
146,271.0,U,3-6 0-3,2.0,3.0,9.0
147,66.0,L,2-6 3-6,2.0,5.0,12.0
147,168.0,L,1-6 4-6,2.0,5.0,12.0
147,75.0,L,6-2 2-6 4-6,3.0,12.0,14.0
147,196.0,W,6-4 6-3,2.0,12.0,7.0
147,1058.0,W,6-2 6-3,2.0,12.0,5.0
147,164.0,L,5-7 6-2 6-7,3.0,17.0,16.0
147,21.0,L,3-6 4-6,2.0,7.0,12.0
147,431.0,W,7-5 6-3,2.0,13.0,8.0
147,16.0,L,2-6 3-6,2.0,5.0,12.0
148,1430.0,W,6-2 6-1,2.0,12.0,3.0
148,1344.0,W,6-2 7-5,2.0,13.0,7.0
148,722.0,W,6-3 3-6 7-6,3.0,16.0,15.0
148,653.0,W,4-6 6-4 6-4,3.0,16.0,14.0
148,452.0,L,7-6,3.0,7.0,6.0
149,858.0,W,6-3 6-3,2.0,12.0,6.0
149,1007.0,W,7-5 6-1,2.0,13.0,6.0
149,491.0,W,6-2 6-4,2.0,12.0,6.0
149,151.0,L,1-6 3-6,2.0,4.0,12.0
149,788.0,W,6-4 6-1,2.0,12.0,5.0
149,464.0,W,6-3 6-4,2.0,12.0,7.0
149,233.0,W,6-3 6-3,2.0,12.0,6.0
149,119.0,W,6-4 6-3,2.0,12.0,7.0
149,111.0,W,6-2 7-5,2.0,13.0,7.0
149,2192.0,W,7-6 5-7 6-0,3.0,18.0,13.0
149,1134.0,W,6-2 6-3,2.0,12.0,5.0
149,440.0,W,6-2 6-1,2.0,12.0,3.0
149,156.0,W,0-6 6-3 6-4,3.0,12.0,13.0
149,119.0,L,3-6 0-6,2.0,3.0,12.0
149,1292.0,W,6-1 6-1,2.0,12.0,2.0
149,776.0,W,6-3 6-3,2.0,12.0,6.0
149,1134.0,W,6-4 7-6,2.0,13.0,10.0
149,442.0,W,6-1 6-3,2.0,12.0,4.0
149,119.0,L,6-7 0-6,2.0,6.0,13.0
149,315.0,L,4-6 3-6,2.0,7.0,12.0
149,238.0,W,4-6 7-6 7-5,3.0,18.0,17.0
149,79.0,L,4-6 3-6,2.0,7.0,12.0
150,1632.0,L,4-6 4-6,2.0,8.0,12.0
150,859.0,W,6-2 6-3,2.0,12.0,5.0
150,475.0,W,6-2 6-1,2.0,12.0,3.0
150,227.0,L,2-6 6-2 2-6,3.0,10.0,14.0
150,885.0,U,6-0 1-0,2.0,7.0,0.0
150,1341.0,W,2-6 6-4 6-0,3.0,14.0,10.0
150,301.0,W,6-4 6-4,2.0,12.0,8.0
150,182.0,W,6-2 6-2,2.0,12.0,4.0
150,235.0,L,2-6 3-6,2.0,5.0,12.0
150,102.0,L,3-6 6-4 2-6,3.0,11.0,16.0
150,2768.0,W,6-4 6-0,2.0,12.0,4.0
150,743.0,W,6-2 6-3,2.0,12.0,5.0
150,342.0,W,7-6 6-0,2.0,13.0,6.0
150,402.0,W,6-4 6-4,2.0,12.0,8.0
150,127.0,L,1-6 2-6,2.0,3.0,12.0
150,2009.0,W,6-2 6-0,2.0,12.0,2.0
150,638.0,W,6-4 6-2,2.0,12.0,6.0
150,1845.0,W,7-5 6-2,2.0,13.0,7.0
150,430.0,W,6-4 6-2,2.0,12.0,6.0
150,431.0,W,6-1 6-1,2.0,12.0,2.0
150,161.0,W,0-6 7-6 6-2,3.0,13.0,14.0
150,650.0,W,6-2 6-2,2.0,12.0,4.0
150,400.0,W,6-3 6-4,2.0,12.0,7.0
150,268.0,W,6-1 6-1,2.0,12.0,2.0
150,568.0,L,5-7 4-6,2.0,9.0,13.0
151,1912.0,W,6-4 6-1,2.0,12.0,5.0
151,1280.0,W,6-0 6-1,2.0,12.0,1.0
151,111.0,W,6-4 6-1,2.0,12.0,5.0
151,149.0,W,6-1 6-3,2.0,12.0,4.0
151,119.0,W,6-3 6-4,2.0,12.0,7.0
151,2594.0,W,6-1 6-4,2.0,12.0,5.0
151,1100.0,W,6-0 6-2,2.0,12.0,2.0
151,858.0,W,6-3 6-2,2.0,12.0,5.0
151,156.0,U,6-3 6-7 0-3,3.0,12.0,13.0
151,,W,6-1 6-2,2.0,12.0,3.0
151,2009.0,W,6-0 6-0,2.0,12.0,0.0
151,685.0,W,7-5 6-0,2.0,13.0,5.0
151,491.0,W,6-1 6-3,2.0,12.0,4.0
151,157.0,L,3-6 4-6,2.0,7.0,12.0
151,791.0,W,7-6 6-3,2.0,13.0,9.0
151,442.0,L,6-4 6-7 0-6,3.0,12.0,17.0
151,730.0,W,7-5 6-4,2.0,13.0,9.0
151,107.0,W,6-2 6-4,2.0,12.0,6.0
151,286.0,W,6-2 7-5,2.0,13.0,7.0
151,124.0,L,3-6 2-6,2.0,5.0,12.0
151,1227.0,W,6-2 6-0,2.0,12.0,2.0
151,905.0,L,6-7,2.0,6.0,7.0
151,858.0,W,6-1 6-3,2.0,12.0,4.0
151,1055.0,W,6-1 6-2,2.0,12.0,3.0
151,670.0,W,6-4 6-3,2.0,12.0,7.0
151,156.0,L,4-6 4-6,2.0,8.0,12.0
151,226.0,L,7-6 3-6 1-6,3.0,11.0,18.0
151,801.0,W,6-1 4-6 6-2,3.0,16.0,9.0
151,279.0,W,7-5 6-2,2.0,13.0,7.0
151,431.0,L,4-6 2-6,2.0,6.0,12.0
151,600.0,L,4-6 6-2 2-6,3.0,12.0,14.0
152,,W,7-5 6-3,2.0,13.0,8.0
152,461.0,W,6-1 7-6,2.0,13.0,7.0
152,257.0,W,6-4 6-2,2.0,12.0,6.0
152,280.0,W,7-6 6-2,2.0,13.0,8.0
152,343.0,W,6-2 6-1,2.0,12.0,3.0
152,426.0,W,6-3 7-5,2.0,13.0,8.0
152,1640.0,L,3-6 7-5 5-7,3.0,15.0,18.0
152,850.0,L,7-6 2-6 1-6,3.0,10.0,18.0
152,974.0,W,6-1 6-1,2.0,12.0,2.0
152,246.0,W,6-7 6-3 6-1,3.0,18.0,11.0
152,125.0,L,5-7 7-6,3.0,12.0,13.0
153,300.0,W,6-2 6-1,2.0,12.0,3.0
153,66.0,L,2-6 4-6,2.0,6.0,12.0
153,49.0,L,2-6 7-6 3-6,3.0,12.0,18.0
153,1434.0,W,6-1 6-1,2.0,12.0,2.0
153,1207.0,W,6-1 6-1,2.0,12.0,2.0
153,252.0,W,6-0 7-6,2.0,13.0,6.0
153,410.0,W,6-2 6-2,2.0,12.0,4.0
153,74.0,L,3-6 4-6,2.0,7.0,12.0
154,229.0,L,2-6 2-6,2.0,4.0,12.0
154,313.0,W,6-1 6-2,2.0,12.0,3.0
154,155.0,W,6-4 6-4,2.0,12.0,8.0
154,66.0,W,6-2 6-4,2.0,12.0,6.0
154,68.0,L,4-6 3-6,2.0,7.0,12.0
154,1404.0,W,6-2 6-4,2.0,12.0,6.0
154,1158.0,W,4-6 6-1 6-3,3.0,16.0,10.0
154,448.0,L,2-6 3-6,2.0,5.0,12.0
154,371.0,W,6-4 6-4,2.0,12.0,8.0
154,100.0,L,1-6 2-6,2.0,3.0,12.0
154,210.0,L,3-6 3-6,2.0,6.0,12.0
155,892.0,W,6-1 6-3,2.0,12.0,4.0
155,51.0,L,6-4 3-6 0-6,3.0,9.0,16.0
155,325.0,W,6-2 2-6 7-6,3.0,15.0,14.0
155,154.0,L,4-6 4-6,2.0,8.0,12.0
155,,W,6-2 6-2,2.0,12.0,4.0
155,823.0,W,7-5 6-4,2.0,13.0,9.0
